Scotland's Census 2022 - National Records of Scotland
Table UV607 - National Statistics Socio-economic Classification (NS-SeC)
All people aged 16 and over
,"All people aged 16 and over","L1: Employers in large establishments","L2: Higher managerial and administrative occupations","L3: Higher professional occupations","L4: Lower professional and higher technical occupations","L5: Lower managerial and administrative occupations","L6: Higher supervisory occupations","L7: Intermediate occupations","L8: Employers in small establishments","L9: Own account workers","L10: Lower supervisory occupations","L11: Lower technical occupations","L12: Semi-routine occupations","L13: Routine occupations","L14.1: Never worked","L14.2: Long-term unemployed","L15: Full-time students"
"S00169705",66,-,-,4,5,1,1,11,4,5,4,-,4,14,8,1,9
"S00169706",82,-,3,12,26,5,7,13,-,1,4,2,3,6,1,-,2
"S00169707",93,-,4,7,8,4,-,14,2,4,2,6,13,17,7,2,4
"S00169708",80,-,1,-,21,-,1,14,2,4,2,6,4,19,2,-,1
"S00169709",80,-,1,7,18,6,7,10,4,1,1,2,6,6,2,-,8
"S00169710",74,-,2,1,4,-,2,10,1,6,2,2,10,23,6,2,5
"S00169711",75,-,-,4,11,7,5,4,1,7,-,4,8,18,5,-,1
"S00169712",132,-,2,-,13,4,8,14,-,14,3,9,15,26,13,2,6
"S00169713",97,-,-,3,15,2,1,14,1,1,2,8,15,11,11,-,9
"S00169714",102,-,1,3,14,2,3,11,-,7,2,1,11,27,8,1,6
"S00169715",67,-,-,8,17,1,-,8,3,2,3,4,6,11,1,-,-
"S00169716",66,-,-,-,9,-,-,5,-,6,6,2,9,17,8,1,1
"S00169717",86,-,1,8,10,2,2,10,-,4,3,7,7,21,3,-,8
"S00169718",89,-,-,3,6,3,1,8,1,5,-,6,8,28,14,3,4
"S00169719",109,-,-,6,7,2,-,12,-,4,9,7,13,20,13,4,9
"S00169720",125,-,1,4,10,2,6,13,3,3,4,6,26,29,7,2,9
"S00169721",84,-,3,2,2,-,-,7,4,5,-,5,8,26,13,2,9
"S00169722",67,-,-,4,4,1,6,13,-,5,1,-,8,12,12,-,5
"S00169723",58,-,2,1,5,2,-,7,-,3,2,1,6,15,8,-,3
"S00169724",75,-,4,2,8,3,5,8,1,6,3,5,8,10,1,-,4
"S00169725",116,-,2,2,10,1,5,25,3,2,4,5,14,28,3,-,6
"S00169726",123,-,2,4,18,5,7,10,1,7,5,1,20,19,11,-,14
"S00169727",69,-,2,5,7,6,3,11,5,8,-,1,7,6,4,-,5
"S00169728",142,-,-,7,9,3,4,17,1,2,5,6,21,39,15,1,9
"S00169729",74,-,2,3,3,1,-,4,-,6,3,4,8,13,17,1,7
"S00169730",109,-,3,5,27,5,3,28,-,3,1,5,11,14,2,-,6
"S00169731",112,-,1,5,8,4,3,16,-,7,4,4,16,29,16,-,3
"S00169732",114,-,-,2,7,5,4,8,1,11,9,4,16,27,15,-,6
"S00169733",109,-,-,4,11,6,2,12,3,5,5,2,15,26,10,1,8
"S00169734",106,-,-,6,11,2,4,11,-,15,-,2,13,13,12,-,13
"S00169735",125,-,1,9,20,4,5,22,4,4,4,4,16,18,1,1,10
"S00169736",107,-,4,1,5,1,2,12,-,4,3,11,13,27,13,-,5
"S00169737",123,-,-,5,18,3,2,15,1,4,-,4,20,24,14,3,14
"S00169738",102,-,-,1,8,3,3,17,1,1,2,8,16,23,16,-,5
"S00169739",56,-,1,-,5,-,-,6,1,3,2,3,7,11,15,-,4
"S00169740",103,-,2,8,4,3,1,21,3,8,3,-,11,24,-,-,7
"S00169741",86,-,-,-,8,4,2,14,-,2,4,2,16,18,7,1,4
"S00169742",68,-,-,3,10,4,3,4,1,4,4,2,10,14,8,-,2
"S00169743",87,-,-,7,6,1,2,10,2,5,4,4,15,17,8,1,8
"S00169744",117,-,-,1,9,-,4,21,1,9,4,11,22,21,7,1,7
"S00169745",63,-,-,2,3,-,1,3,-,3,1,4,9,26,8,-,3
"S00169746",76,-,-,4,4,1,-,10,1,2,6,5,14,15,6,-,7
"S00169747",89,-,-,1,6,-,-,7,-,3,6,1,21,27,4,-,12
"S00169748",81,-,2,2,17,2,1,11,2,4,3,4,8,13,9,2,3
"S00169749",75,-,2,3,10,1,1,6,4,3,4,4,9,17,7,1,5
"S00169750",121,-,-,3,5,6,3,19,-,5,6,3,15,39,11,1,10
"S00169751",86,-,-,3,3,-,-,2,1,4,-,3,15,25,22,1,5
"S00169752",137,-,3,17,24,3,4,17,1,7,3,7,13,16,4,3,16
"S00169753",83,-,1,5,8,-,3,7,-,6,1,6,12,20,9,-,9
"S00169754",105,-,-,2,6,4,-,10,-,4,5,6,12,25,17,2,10
"S00169755",96,-,1,3,2,4,5,16,-,4,4,5,17,27,7,-,6
"S00169756",86,-,-,9,11,-,2,11,2,7,2,1,15,19,5,-,7
"S00169757",130,-,-,1,11,5,1,21,1,3,3,4,21,31,16,1,9
"S00169758",77,-,3,7,5,5,-,12,-,5,2,2,8,18,2,-,9
"S00169759",87,-,2,2,8,-,1,7,4,6,2,12,7,15,6,-,12
"S00169760",67,-,-,2,5,2,4,5,2,3,3,-,9,21,10,-,7
"S00169761",60,-,1,1,6,1,-,7,1,4,1,3,10,16,6,1,4
"S00169762",134,-,-,6,17,5,4,25,2,2,4,6,21,31,5,-,1
"S00169763",102,-,2,2,8,1,3,17,-,8,7,5,11,19,11,3,7
"S00169764",64,-,1,5,8,-,1,14,-,4,3,2,9,12,3,1,3
"S00169765",51,-,4,-,9,2,1,7,2,6,1,-,-,9,6,-,3
"S00169766",91,-,4,1,8,2,3,18,-,5,2,1,13,18,9,2,7
"S00169767",124,-,-,3,10,5,2,15,-,4,3,9,13,33,12,-,12
"S00169768",101,-,1,5,12,5,1,14,1,5,3,6,17,16,10,2,5
"S00169769",104,-,1,3,7,1,3,18,3,9,5,5,17,18,7,-,7
"S00169770",95,-,1,7,10,3,5,9,-,7,3,4,14,17,9,1,4
"S00169771",117,-,3,7,16,5,4,15,2,6,4,10,17,21,5,1,2
"S00169772",97,-,1,4,12,6,2,6,-,3,5,7,15,20,2,-,10
"S00169773",100,-,2,7,21,5,1,17,4,3,5,4,12,14,3,-,5
"S00169774",108,-,2,3,24,1,4,13,-,7,2,1,14,24,12,-,3
"S00169775",81,-,2,1,5,3,1,4,4,1,1,7,18,15,11,-,8
"S00169776",133,-,-,11,11,5,1,16,1,7,5,11,20,27,12,-,6
"S00169777",107,-,3,3,8,2,-,8,3,10,4,5,14,30,8,-,5
"S00169778",145,-,1,2,12,1,6,21,2,6,9,4,17,34,23,-,7
"S00169779",99,-,1,7,8,1,1,13,-,3,1,4,13,29,7,3,8
"S00169780",102,1,2,5,10,3,1,13,1,4,6,2,10,28,12,1,5
"S00169781",120,-,2,6,11,9,4,15,2,5,7,6,14,27,6,1,8
"S00169782",57,-,-,-,1,4,1,8,-,-,3,2,10,10,7,-,8
"S00169783",141,-,8,8,24,4,4,25,3,11,3,6,10,16,6,4,12
"S00169784",132,-,2,2,10,2,1,23,1,4,2,7,23,35,7,3,11
"S00169785",121,-,5,11,20,3,8,15,4,8,6,6,10,12,3,-,10
"S00169786",66,-,-,1,4,1,-,4,1,1,4,3,12,19,13,-,1
"S00169787",107,-,1,2,4,-,2,12,1,3,3,7,14,32,19,-,8
"S00169788",72,-,-,-,4,-,3,10,1,4,-,1,11,22,9,2,4
"S00169789",102,-,2,9,9,-,2,12,6,5,3,6,12,20,4,-,7
"S00169790",85,-,4,2,15,-,-,14,-,3,4,5,10,13,6,2,7
"S00169791",73,-,-,3,8,1,-,8,1,4,1,2,14,22,2,1,4
"S00169792",79,-,-,4,10,2,2,9,-,6,4,3,11,18,10,-,4
"S00169793",96,-,2,8,10,1,-,11,1,10,-,5,12,19,11,1,2
"S00169794",83,-,2,4,10,1,2,6,-,4,2,8,18,13,7,2,5
"S00169795",117,-,-,5,10,1,2,5,-,4,2,6,20,37,13,1,9
"S00169796",70,-,2,2,6,-,2,9,-,3,5,4,9,17,8,-,4
"S00169797",88,-,-,2,5,3,3,11,-,4,1,2,14,24,10,1,3
"S00169798",117,-,1,2,7,8,1,14,-,8,4,3,14,31,11,1,14
"S00169799",137,-,1,7,19,7,3,21,1,11,4,3,25,25,5,-,7
"S00169800",115,-,3,3,7,4,4,20,-,9,8,3,28,20,10,5,4
"S00169801",101,-,-,-,11,1,5,16,-,3,6,5,13,22,16,-,7
"S00169802",67,-,-,3,7,2,1,8,1,3,-,4,5,19,6,1,6
"S00169803",83,-,2,-,15,6,5,11,1,3,1,4,14,11,8,-,2
"S00169804",82,-,-,5,15,3,2,14,-,3,3,5,10,16,2,-,-
"S00169805",100,-,2,2,12,-,8,13,5,5,-,8,12,20,3,1,8
"S00169806",91,-,2,1,12,4,5,13,1,7,4,2,12,19,6,1,1
"S00169807",104,-,2,1,9,5,3,16,-,4,3,3,17,30,6,1,7
"S00169808",79,-,2,9,22,3,-,10,-,4,5,-,7,7,2,-,6
"S00169809",62,-,-,-,10,-,2,12,-,3,1,-,8,19,2,-,5
"S00169810",103,1,-,2,14,3,2,12,-,8,4,7,12,27,8,-,4
"S00169811",55,-,-,3,7,3,3,16,-,3,-,-,3,10,4,1,2
"S00169812",131,-,2,3,19,2,4,20,2,7,4,4,15,27,12,-,9
"S00169813",60,-,1,2,8,1,2,2,2,4,1,1,11,13,4,-,4
"S00169814",56,-,-,-,2,-,4,9,1,2,-,4,13,12,5,2,3
"S00169815",72,-,-,1,7,5,1,7,-,7,4,5,12,10,8,-,4
"S00169816",101,-,2,2,10,-,4,12,-,4,5,7,22,24,7,-,2
"S00169817",120,-,4,14,18,3,3,16,1,9,2,4,7,24,3,-,9
"S00169818",115,-,1,9,18,11,7,14,-,5,5,9,5,8,2,-,20
"S00169819",154,-,2,4,6,1,3,14,-,12,8,11,19,36,23,1,9
"S00169820",85,-,1,2,4,1,-,8,-,-,3,6,20,27,14,-,2
"S00169821",54,-,-,-,8,3,4,9,-,2,-,2,8,13,4,-,5
"S00169822",91,-,-,1,8,1,1,11,2,-,4,3,18,20,9,1,6
"S00169823",72,-,-,-,-,-,-,7,-,1,1,5,11,26,10,1,5
"S00169824",143,-,-,7,21,5,8,21,-,7,5,9,15,30,10,1,6
"S00169825",66,-,-,-,7,1,4,9,-,3,7,4,7,17,5,1,3
"S00169826",76,-,5,1,18,-,-,8,4,13,1,1,6,12,2,-,5
"S00169827",146,-,3,7,25,4,4,19,1,12,7,10,9,26,10,-,4
"S00169828",105,-,-,3,9,4,7,14,2,7,2,4,19,18,12,-,8
"S00169829",129,-,1,3,26,3,4,15,2,5,7,8,19,22,5,-,9
"S00169830",45,-,-,-,-,2,-,3,-,1,3,2,9,8,4,4,4
"S00169831",75,-,-,1,5,2,1,9,2,2,4,2,12,24,9,2,1
"S00169832",85,-,2,3,13,2,2,15,-,5,5,2,12,7,9,2,4
"S00169833",114,-,9,9,17,5,2,19,3,11,3,7,7,9,11,-,3
"S00169834",94,-,-,2,8,2,1,12,5,7,6,4,9,20,5,1,10
"S00169835",58,-,-,1,9,1,-,8,3,1,2,4,5,11,7,1,1
"S00169836",60,-,1,1,4,5,-,12,-,8,3,3,13,11,2,-,3
"S00169837",57,-,-,-,3,1,2,4,-,2,2,2,8,16,9,2,4
"S00169838",69,-,2,4,7,1,-,11,2,3,1,2,11,19,3,-,5
"S00169839",128,-,1,4,14,4,-,18,-,3,2,5,20,38,4,2,10
"S00169840",109,-,1,7,11,3,4,9,1,6,1,3,17,29,10,-,7
"S00169841",104,-,-,3,9,2,-,10,-,6,3,5,13,35,12,-,6
"S00169842",58,-,2,6,1,1,3,8,-,-,-,3,11,16,8,-,3
"S00169843",58,-,1,1,5,1,-,7,-,-,5,2,6,11,11,-,4
"S00169844",74,-,3,5,13,-,1,7,2,4,1,3,12,12,9,-,6
"S00169845",62,-,-,-,7,2,1,7,-,7,1,1,10,12,7,4,4
"S00169846",168,-,14,21,39,8,4,19,-,6,6,1,10,14,6,3,13
"S00169847",74,-,1,6,13,2,3,11,-,3,-,4,9,14,2,-,4
"S00169848",88,-,1,1,15,4,4,17,3,3,1,3,12,18,11,-,6
"S00169849",82,-,-,8,7,-,2,7,-,2,6,5,11,21,6,2,9
"S00169850",81,-,-,1,10,4,1,13,-,2,1,3,13,21,4,2,7
"S00169851",67,-,-,6,-,2,2,13,-,1,2,2,5,24,8,-,3
"S00169852",91,-,4,14,23,9,2,9,-,4,3,7,7,5,-,1,4
"S00169853",77,-,1,1,2,2,3,5,1,3,2,10,10,25,14,-,-
"S00169854",97,-,-,2,8,-,1,14,-,6,4,11,8,17,14,3,13
"S00169855",105,-,-,2,12,2,-,14,4,4,6,2,20,27,11,-,4
"S00169856",72,-,-,5,5,2,-,10,-,4,3,1,10,16,15,4,5
"S00169857",131,-,-,4,9,3,1,16,-,7,6,8,26,36,9,-,11
"S00169858",77,-,-,-,6,2,3,10,2,8,3,5,13,16,4,-,6
"S00169859",115,-,1,8,10,3,-,17,-,3,7,4,13,33,7,-,7
"S00169860",60,-,-,-,3,-,1,2,-,2,4,2,8,25,11,1,-
"S00169861",132,-,2,2,16,3,2,12,-,6,1,5,17,34,15,1,11
"S00169862",112,-,2,5,18,7,6,19,3,4,2,5,13,16,6,1,4
"S00169863",58,-,1,9,7,3,6,11,1,2,-,-,4,11,-,-,5
"S00169864",66,-,-,1,10,6,1,11,-,5,2,-,15,11,5,-,2
"S00169865",52,-,-,-,3,1,-,7,2,4,4,3,8,13,-,-,3
"S00169866",105,-,-,6,6,3,6,10,3,6,4,6,14,16,7,-,14
"S00169867",130,-,4,15,18,11,3,27,2,6,7,8,7,11,2,-,7
"S00169868",99,-,1,-,5,-,-,6,2,3,6,8,13,27,6,4,11
"S00169869",94,-,3,1,14,4,3,13,-,10,7,4,12,16,4,1,5
"S00169870",112,-,1,5,14,6,3,18,-,8,5,8,9,24,7,-,3
"S00169871",85,-,1,2,4,3,-,17,-,4,4,9,12,15,12,-,6
"S00169872",60,-,-,4,2,-,-,5,-,6,2,7,4,15,8,1,2
"S00169873",99,1,4,5,22,3,3,14,1,10,4,5,8,13,1,-,7
"S00169874",64,-,-,-,8,1,-,6,-,2,-,1,7,24,9,2,4
"S00169875",67,-,-,3,5,2,3,7,4,8,2,3,5,11,6,2,7
"S00169876",69,-,1,2,11,2,4,8,-,9,1,2,7,9,7,-,7
"S00169877",97,-,4,12,22,4,5,16,2,4,2,2,6,8,2,-,7
"S00169878",107,-,5,-,6,2,-,10,2,5,3,3,19,28,11,1,10
"S00169879",86,-,3,9,17,1,2,11,-,6,1,8,9,9,-,-,6
"S00169880",176,-,3,8,20,5,6,14,4,9,2,7,29,41,11,1,14
"S00169881",154,-,4,8,31,6,5,26,4,12,4,9,17,16,-,-,13
"S00169882",111,-,5,16,20,4,6,19,1,11,2,2,12,6,5,-,2
"S00169883",96,-,6,6,21,6,3,15,1,5,3,2,12,5,4,-,9
"S00169884",64,-,1,2,6,-,3,8,1,7,4,4,8,11,4,1,2
"S00169885",112,-,2,10,22,5,2,16,1,5,5,3,9,12,5,1,11
"S00169886",102,-,-,1,9,1,3,6,-,1,2,4,16,35,14,1,11
"S00169887",105,-,2,4,18,4,-,15,1,4,2,2,5,22,3,-,11
"S00169888",148,-,2,3,17,1,4,14,3,13,4,7,23,32,18,2,16
"S00169889",90,-,-,-,10,1,-,8,-,5,4,4,14,20,17,2,7
"S00169890",165,-,8,11,38,9,12,18,4,8,6,3,8,13,1,-,27
"S00169891",126,-,-,4,9,3,-,8,3,2,9,4,15,42,4,3,20
"S00169892",134,-,7,14,23,7,2,18,4,4,6,5,14,10,4,2,16
"S00169893",103,-,-,6,15,2,4,16,-,6,5,7,12,20,11,-,5
"S00169894",65,-,1,-,8,2,1,3,1,1,-,1,8,23,14,-,1
"S00169895",78,-,-,3,4,4,1,8,-,4,2,7,12,16,5,3,5
"S00169896",90,-,2,3,15,-,6,12,3,10,1,3,11,15,3,-,6
"S00169897",72,-,-,7,13,2,3,10,-,2,3,4,10,12,3,-,-
"S00169898",55,-,4,5,10,2,-,6,1,2,1,4,6,11,2,2,6
"S00169899",98,-,-,12,19,-,3,19,3,3,2,6,5,10,4,-,10
"S00169900",57,-,1,4,6,1,1,12,-,5,-,1,4,12,1,-,5
"S00169901",73,-,4,9,9,1,2,9,1,6,3,4,8,12,2,-,1
"S00169902",103,-,3,-,11,2,2,3,-,5,7,9,17,28,14,-,4
"S00169903",91,-,1,-,12,2,2,6,-,1,1,3,14,21,19,1,5
"S00169904",102,-,1,10,22,8,2,12,4,6,3,1,9,5,3,-,12
"S00169905",101,-,1,4,11,3,-,12,1,4,2,5,12,18,11,1,8
"S00169906",84,-,-,5,11,-,4,14,-,2,4,6,11,18,2,-,5
"S00169907",111,-,2,12,27,9,5,7,1,3,6,5,4,6,8,-,14
"S00169908",67,-,-,2,8,2,4,8,1,7,-,4,2,10,15,3,1
"S00169909",87,-,-,2,10,3,3,14,-,5,4,6,13,12,13,-,3
"S00169910",92,-,4,9,21,3,4,17,2,2,3,2,7,11,2,-,7
"S00169911",60,-,2,6,7,2,7,2,3,5,3,1,7,15,2,2,2
"S00169912",84,-,1,-,4,3,4,9,-,5,4,5,13,17,8,-,7
"S00169913",87,-,6,8,18,3,1,16,1,7,-,3,9,8,4,-,8
"S00169914",88,-,-,4,4,4,2,12,1,2,3,6,12,23,13,1,-
"S00169915",114,-,5,7,27,3,-,12,1,10,3,2,8,15,9,1,10
"S00169916",98,-,5,12,23,4,2,13,3,5,1,-,4,8,3,-,12
"S00169917",171,-,5,11,34,6,6,31,3,13,6,1,8,21,2,-,19
"S00169918",147,-,5,15,28,7,6,32,2,4,3,5,5,21,1,-,12
"S00169919",78,-,2,4,5,1,3,8,-,3,3,3,14,17,10,-,8
"S00169920",60,-,-,1,7,1,1,9,-,3,3,2,5,19,6,-,-
"S00169921",125,-,3,3,10,4,2,21,-,4,7,3,14,23,18,4,11
"S00169922",69,-,-,2,4,1,4,13,-,4,1,6,15,7,9,-,2
"S00169923",75,-,1,2,4,-,1,7,1,4,1,-,7,21,13,1,9
"S00169924",64,-,4,2,9,-,-,5,1,1,2,5,8,19,5,1,1
"S00169925",96,-,2,6,11,5,4,14,1,7,6,4,19,13,3,-,5
"S00169926",88,-,1,6,5,-,-,13,1,5,4,3,12,19,10,-,8
"S00169927",71,-,-,2,8,1,-,6,1,4,2,3,10,19,10,-,5
"S00169928",144,-,9,17,27,6,6,20,2,8,6,6,14,11,5,1,13
"S00169929",58,-,-,-,5,-,-,7,-,-,2,2,9,16,12,4,6
"S00169930",108,-,1,3,4,6,3,7,1,4,6,7,11,31,15,-,3
"S00169931",129,-,4,15,30,-,6,12,-,7,5,6,10,8,3,-,19
"S00169932",169,-,12,16,36,7,7,20,1,6,-,7,9,16,2,-,26
"S00169933",60,-,-,4,14,1,-,9,-,1,1,4,12,7,3,-,5
"S00169934",75,-,-,2,9,3,1,9,1,7,1,3,6,23,9,-,2
"S00169935",76,-,2,4,3,-,4,9,2,2,2,5,8,20,11,-,1
"S00169936",82,-,1,-,6,3,1,9,-,4,4,2,14,18,7,2,9
"S00169937",99,-,1,6,16,2,6,15,2,-,3,8,12,17,4,-,2
"S00169938",131,-,1,6,15,4,4,19,2,7,2,7,19,21,16,-,6
"S00169939",87,-,2,2,6,2,3,11,-,2,2,4,17,22,7,2,-
"S00169940",64,-,2,6,4,-,3,5,-,4,5,3,6,13,6,-,8
"S00169941",72,-,1,-,4,2,1,5,-,6,-,6,8,10,19,1,5
"S00169942",54,-,-,1,5,-,1,5,1,6,-,6,4,15,3,-,9
"S00169943",112,1,8,10,24,5,2,17,1,7,4,4,8,7,6,1,8
"S00169944",148,-,7,19,28,5,2,21,10,7,2,4,7,13,7,2,19
"S00169945",72,-,-,-,11,3,-,12,-,5,5,-,7,13,1,-,15
"S00169946",110,-,-,8,19,11,5,10,3,9,3,5,14,13,2,-,11
"S00169947",115,-,1,14,21,3,2,14,4,8,-,8,9,7,5,1,21
"S00169948",88,-,-,-,11,3,-,10,-,6,2,4,12,20,16,1,7
"S00169949",68,-,-,-,4,1,-,4,1,8,2,4,8,16,10,-,5
"S00169950",99,-,5,7,17,4,7,11,-,10,4,7,3,10,6,-,12
"S00169951",128,-,-,6,10,6,-,11,1,8,4,6,14,32,6,1,19
"S00169952",48,-,-,3,2,2,-,3,-,4,-,2,3,18,4,-,6
"S00169953",107,-,1,5,3,1,-,5,5,9,-,6,13,14,12,-,36
"S00169954",100,-,1,5,5,2,2,11,-,10,-,1,13,27,5,4,15
"S00169955",83,-,1,1,6,4,4,7,1,7,1,2,8,25,9,1,2
"S00169956",175,-,6,16,32,6,2,22,10,14,5,9,16,12,18,-,10
"S00169957",100,-,2,3,8,2,1,10,-,6,6,1,21,20,8,4,5
"S00169958",64,-,2,2,7,3,2,12,1,3,1,2,11,13,-,-,2
"S00169959",148,-,8,9,30,7,5,24,4,13,2,4,12,11,4,2,8
"S00169960",212,-,3,8,21,4,9,33,3,8,8,5,17,46,36,1,6
"S00169961",59,-,4,1,5,-,4,3,-,8,4,1,6,9,13,1,2
"S00169962",143,-,6,20,29,5,1,20,4,6,5,5,9,7,8,-,21
"S00169963",78,-,-,-,6,2,-,5,1,1,4,1,9,25,8,2,5
"S00169964",101,-,4,3,6,-,-,8,-,7,1,6,4,41,12,4,7
"S00169965",65,-,4,8,12,5,4,8,2,-,2,3,6,8,1,1,4
"S00169966",52,-,2,1,2,2,1,2,-,-,2,2,7,12,10,2,5
"S00169967",68,-,-,-,5,-,3,8,-,-,3,5,9,23,3,-,1
"S00169968",137,-,5,13,27,4,2,16,5,26,4,2,6,14,6,-,6
"S00169969",151,-,2,3,18,1,3,17,3,5,7,10,22,31,21,1,8
"S00169970",99,-,-,-,9,3,2,9,3,8,2,3,17,21,10,-,7
"S00169971",101,-,3,3,7,3,2,16,2,5,4,3,14,22,10,-,6
"S00169972",105,-,2,7,11,6,1,15,2,5,-,6,19,21,6,2,10
"S00169973",102,-,3,3,10,3,2,7,3,7,2,7,9,21,12,-,10
"S00169974",71,-,2,6,14,2,6,12,-,4,5,4,3,10,-,-,4
"S00169975",130,-,1,5,6,2,2,15,1,14,5,6,14,35,11,1,13
"S00169976",95,-,2,4,17,3,3,21,1,2,2,-,12,9,16,-,3
"S00169977",104,-,5,13,13,-,4,13,2,9,8,2,3,8,7,-,15
"S00169978",160,1,6,23,27,5,4,17,8,12,4,8,17,8,9,3,9
"S00169979",127,-,2,5,4,3,3,20,1,4,3,6,22,26,16,2,8
"S00169980",60,-,1,6,5,-,2,12,2,3,3,6,5,15,4,-,-
"S00169981",113,-,4,17,34,9,5,10,-,7,3,3,8,12,5,-,-
"S00169982",110,-,1,3,12,1,6,19,1,7,2,4,17,18,8,1,13
"S00169983",86,-,3,6,16,5,4,19,1,3,4,-,9,9,7,-,2
"S00169984",65,-,-,1,9,2,4,12,-,6,3,4,13,13,2,-,-
"S00169985",56,-,1,-,6,-,1,8,-,4,-,4,4,17,2,-,4
"S00169986",57,-,-,7,6,-,-,8,-,5,-,-,7,13,10,1,-
"S00169987",116,-,-,-,6,1,5,9,-,5,6,11,15,27,13,2,21
"S00169988",198,2,16,24,31,8,5,18,17,9,4,5,11,11,9,-,30
"S00169989",88,-,1,2,8,2,3,16,-,4,4,2,11,18,9,2,6
"S00169990",159,-,10,12,27,5,5,29,1,5,6,3,12,23,9,-,18
"S00169991",105,-,2,1,10,4,-,13,1,4,4,5,19,28,8,1,7
"S00169992",122,-,5,15,24,3,4,15,-,6,4,12,13,11,2,1,8
"S00169993",136,-,-,-,8,4,3,13,2,12,-,4,25,34,14,2,19
"S00169994",165,-,-,4,15,3,1,14,2,12,7,6,19,41,14,1,24
"S00169995",119,-,5,10,23,8,3,21,7,5,6,3,11,11,9,-,7
"S00169996",69,-,1,-,9,-,-,8,1,5,3,2,8,11,11,1,8
"S00169997",99,-,-,3,10,4,4,11,2,5,3,6,13,25,10,-,1
"S00169998",127,-,2,8,25,5,2,18,1,5,-,4,13,14,8,-,18
"S00169999",127,-,4,10,9,6,5,22,1,2,4,7,12,27,5,1,11
"S00170000",90,-,-,4,3,4,1,6,2,5,6,8,11,27,6,3,5
"S00170001",103,-,3,1,15,5,7,15,7,5,5,4,11,18,7,-,1
"S00170002",160,-,6,22,27,3,3,20,14,15,2,3,11,7,15,-,18
"S00170003",76,-,-,3,6,1,-,18,1,6,2,6,11,9,6,1,6
"S00170004",135,-,1,1,7,4,1,17,-,1,3,12,20,45,15,2,5
"S00170005",70,-,-,13,9,6,1,8,-,5,7,3,3,6,4,-,8
"S00170006",126,-,2,3,17,5,1,17,4,6,4,6,16,24,14,1,8
"S00170007",87,-,2,8,21,2,4,10,2,1,-,4,13,14,3,-,7
"S00170008",122,-,8,6,38,5,4,12,4,6,-,4,9,15,-,-,7
"S00170009",74,-,1,-,8,2,3,11,-,6,-,3,9,22,8,-,4
"S00170010",86,-,3,10,23,5,4,9,-,4,2,-,12,9,-,-,3
"S00170011",108,-,1,3,18,4,9,8,2,9,3,8,16,17,7,-,7
"S00170012",97,-,-,2,6,5,3,8,-,1,-,8,17,21,10,-,14
"S00170013",165,-,6,9,29,10,6,22,1,8,4,16,12,23,7,-,14
"S00170014",84,-,-,4,11,1,3,6,3,6,4,4,10,22,8,-,3
"S00170015",116,-,4,11,25,5,5,20,-,4,4,7,9,17,1,-,1
"S00170016",106,-,-,8,8,2,2,11,-,3,5,10,23,19,12,-,3
"S00170017",81,-,2,1,4,6,3,10,-,4,1,5,14,15,12,2,5
"S00170018",55,-,-,7,10,-,2,9,-,1,1,6,3,4,5,-,3
"S00170019",94,-,1,1,3,2,2,14,1,4,2,6,15,23,8,-,5
"S00170020",103,-,14,12,19,9,5,13,5,5,1,2,5,3,1,-,9
"S00170021",76,-,-,3,9,1,4,12,1,5,3,4,6,14,11,2,-
"S00170022",113,-,4,5,26,4,5,20,2,5,6,6,7,13,1,-,9
"S00170023",92,-,-,3,17,2,1,9,1,11,2,4,11,15,8,-,7
"S00170024",107,-,4,10,19,3,3,16,3,5,2,7,5,8,9,-,15
"S00170025",102,-,6,13,18,2,6,10,6,4,6,4,5,8,4,-,9
"S00170026",71,-,-,-,2,1,-,11,3,2,-,3,10,19,11,4,6
"S00170027",125,-,2,3,7,-,-,12,1,1,10,6,15,35,25,2,2
"S00170028",105,-,-,4,8,1,2,6,1,3,7,3,13,36,13,-,11
"S00170029",85,-,-,6,14,5,5,16,-,4,3,3,8,6,3,1,7
"S00170030",89,-,2,3,9,-,4,8,2,4,3,3,15,18,6,-,7
"S00170031",81,-,-,2,4,3,2,6,-,3,4,2,16,24,6,1,5
"S00170032",65,-,2,5,13,5,2,8,2,7,2,3,5,8,-,2,3
"S00170033",97,-,-,3,14,5,2,9,1,4,1,7,20,25,5,-,5
"S00170034",80,-,-,1,3,1,-,15,1,5,4,4,10,20,14,-,4
"S00170035",86,-,4,7,20,5,8,11,-,3,3,1,8,12,3,2,-
"S00170036",122,-,4,14,27,5,2,26,1,2,4,8,7,10,-,1,10
"S00170037",109,-,7,17,24,7,3,14,1,3,1,8,8,9,3,1,4
"S00170038",83,-,8,10,19,1,3,11,-,-,4,1,8,10,1,-,6
"S00170039",95,-,-,1,-,6,-,15,-,3,5,3,17,20,13,1,8
"S00170040",53,-,-,1,7,5,1,4,2,1,4,3,7,10,2,-,4
"S00170041",96,3,5,14,10,5,4,12,6,3,4,2,6,8,1,-,16
"S00170042",101,-,-,3,5,3,2,13,-,4,2,3,15,30,8,1,10
"S00170043",89,-,3,7,13,3,4,9,1,3,5,5,9,15,7,-,6
"S00170044",152,-,8,19,36,6,11,27,2,4,4,6,12,14,3,-,8
"S00170045",74,-,-,2,4,-,3,9,-,3,5,2,13,16,10,2,8
"S00170046",83,-,-,-,10,2,2,12,2,1,3,5,16,21,8,1,1
"S00170047",164,-,5,17,38,5,7,20,2,9,7,4,7,21,6,2,17
